product_code,liking,liking_free_text,meets_expectation,meets_expectation_free_text,product_improvement_free_text,liking_free_text_no_punc_tokenized_no_stop_lemm,meets_expectation_free_text_no_punc_tokenized_no_stop_lemm,product_improvement_free_text_no_punc_tokenized_no_stop_lemm,like_compound,meets_expectation_compound,prod_improve_compound
BBQ - Control (Texas BBQ),8,This sample has a smoky BBQ taste with a hint of sweetness. It's also crunchy and the flavor stays in your mouth a bit after swallowing the product.,5,"I didn't expect a savory flavor to work for a snack bar. Yet, surprisingly, it did.",I'd make the BBQ smoky flavor a bit stronger.,"['sample', 'smoky', 'bbq', 'taste', 'hint', 'sweetness', 'also', 'crunchy', 'flavor', 'stay', 'mouth', 'bit', 'swallowing', 'product']","['didnt', 'expect', 'savory', 'flavor', 'work', 'snack', 'bar', 'yet', 'surprisingly']","['id', 'make', 'bbq', 'smoky', 'flavor', 'bit', 'strong']",0.4939,0.296,0.3818
BBQ - Test 13,2,"The only things I like about this product are the crunchiness, appearance, and the healthy ingredients.",1,I can barely taste the BBQ flavoring. It seems like it's more like a peanuts only taste.,The BBQ flavoring needs to be increased greatly. I can barely taste it in this sample. I can taste the peanuts almost exclusively.,"['thing', 'like', 'product', 'crunchiness', 'appearance', 'healthy', 'ingredient']","['barely', 'taste', 'bbq', 'flavor', 'seem', 'like', 'like', 'peanut', 'taste']","['bbq', 'flavor', 'need', 'increase', 'greatly', 'barely', 'taste', 'sample', 'taste', 'peanut', 'almost', 'exclusively']",0.6369,0.6124,0.2732
BBQ - Test 14,7,This sample taste more savory than the first sample. I can taste more of the BBQ flavoring.,4,"This sample had the right combination of nuts, savory flavor, and saltiness,",I wouldn't change anything about this sample.,"['sample', 'taste', 'savory', 'first', 'sample', 'taste', 'bbq', 'flavoring']","['sample', 'right', 'combination', 'nut', 'savory', 'flavor', 'saltiness']","['wouldnt', 'change', 'anything', 'sample']",0,-0.3182,0
BBQ - Control (Texas BBQ),4,I like the textures and the amounts of nuts and seeds. I also think that it has a good amount of crunch.,3,"I honestly wasn't sure what to expect with this flavor. It's something new and different, so it was about what I expected.","I think it might be better if there was a bit more sweetness to it; maybe more like a honey-barbecue flavor. I like barbecue, but I don't love this flavor of barbecue.","['like', 'texture', 'amount', 'nut', 'seed', 'also', 'think', 'good', 'amount', 'crunch']","['honestly', 'wasnt', 'sure', 'expect', 'flavor', 'something', 'new', 'different', 'expect']","['think', 'might', 'better', 'bit', 'sweetness', 'maybe', 'like', 'honeybarbecue', 'flavor', 'like', 'barbecue', 'dont', 'love', 'flavor', 'barbecue']",0.4767,0.2589,0.1122
BBQ - Test 13,6,I like the nuts and seeds in the product. I like the amount of crunch. I also like how this one has a bit more sweetness than the others.,3,"It's a savory bar, and since I haven't ever had something like this before, I wasn't quite sure what to expect.",I think I'd dial back the smoky flavor but still keep the barbecue flavor. I would also increase the nuts and seeds in the bar.,"['like', 'nut', 'seed', 'product', 'like', 'amount', 'crunch', 'also', 'like', 'one', 'bit', 'sweetness', 'others']","['savory', 'bar', 'since', 'havent', 'ever', 'something', 'like', 'wasnt', 'quite', 'sure', 'expect']","['think', 'id', 'dial', 'back', 'smoky', 'flavor', 'still', 'keep', 'barbecue', 'flavor', 'would', 'also', 'increase', 'nut', 'seed', 'bar']",0.8268,0.0826,0
BBQ - Test 14,4,"I like the nuts and seeds, and I like the crunch. I like that it's an option for a savory bar because that's a unique product.",3,"Since this is a unique bar, I wasn't quite sure what to expect.","I think it might be better if there was a bit more sweetness to it; maybe more like a honey-barbecue flavor. I like barbecue, but I don't love this flavor of barbecue.I think this particular bar could use more nuts and seeds.","['like', 'nut', 'seed', 'like', 'crunch', 'like', 'option', 'savory', 'bar', 'thats', 'unique', 'product']","['since', 'unique', 'bar', 'wasnt', 'quite', 'sure', 'expect']","['think', 'might', 'better', 'bit', 'sweetness', 'maybe', 'like', 'honeybarbecue', 'flavor', 'like', 'barbecue', 'dont', 'love', 'flavor', 'barbecuei', 'think', 'particular', 'bar', 'could', 'use', 'nut', 'seed']",0.6369,-0.2912,-0.4501
BBQ - Control (Texas BBQ),8,"I like the tangy BBQ flavor, great crunch, and satisfying savory nut flavor",4,"The BBQ flavor is good and not too overpowering, texture is similar to other nature valler bars",A little less crumbly and messy,"['like', 'tangy', 'bbq', 'flavor', 'great', 'crunch', 'satisfy', 'savory', 'nut', 'flavor']","['bbq', 'flavor', 'good', 'overpowering', 'texture', 'similar', 'nature', 'valler', 'bar']","['little', 'less', 'crumbly', 'messy']",0.8625,0.4404,-0.3041
BBQ - Test 13,8,"Great texture and crunch, nice BBQ flavor too tangy",4,The BBQ flavor works well with the peanuts,Maybe a larger size?,"['great', 'texture', 'crunch', 'nice', 'bbq', 'flavor', 'tangy']","['bbq', 'flavor', 'work', 'well', 'peanut']","['maybe', 'large', 'size']",0.7845,0.2732,0
BBQ - Test 14,6,I like the savory flavor,3,"It tastes lile BBQ nut, nothing spectacular","It gets stuck in my teeth, more pronounced BBQ flavor preferred","['like', 'savory', 'flavor']","['taste', 'lile', 'bbq', 'nut', 'nothing', 'spectacular']","['get', 'stuck', 'teeth', 'pronounce', 'bbq', 'flavor', 'prefer']",0.3612,0,-0.25
BBQ - Control (Texas BBQ),2,I do not like the flavor or this product.  It tastes artificial.,1,I thought I would enjoy the flavor more.,I think the seasoning blend needs to be tweaked to taste natural.,"['like', 'flavor', 'product', 'taste', 'artificial']","['thought', 'would', 'enjoy', 'flavor']","['think', 'season', 'blend', 'need', 'tweak', 'taste', 'natural']",-0.2755,0.4939,0.3612
BBQ - Test 13,2,I did not like the taste at all.  Something is off.,2,The seasoning is off.,The flavor needs improvement,"['like', 'taste', 'something']",['season'],"['flavor', 'need', 'improvement']",-0.2755,0,0.4588
BBQ - Test 14,2,The product has a bitter taste.  I cant put my finger on it but it does not taste like bbq.,2,I thought the product would taste better.,The seasoning blend needs to be fixed.,"['product', 'bitter', 'taste', 'cant', 'put', 'finger', 'taste', 'like', 'bbq']","['thought', 'product', 'would', 'taste', 'good']","['season', 'blend', 'need', 'fix']",-0.5522,0.4404,0
BBQ - Control (Texas BBQ),4,"It crumbles each bite and falls apart. It's really smoky flavor, which comes off a little bitter.",2,"I figured it would be smokey, but it is a bit too much. And really messy, when this type of bar could be good on the go - but because messy not good for that.",Less crumbly and less smokey. Maybe a hint of sweetness to take smokey away.,"['crumbles', 'bite', 'fall', 'apart', 'really', 'smoky', 'flavor', 'come', 'little', 'bitter']","['figure', 'would', 'smokey', 'bit', 'much', 'really', 'messy', 'type', 'bar', 'could', 'good', 'go', 'messy', 'good']","['less', 'crumbly', 'less', 'smokey', 'maybe', 'hint', 'sweetness', 'take', 'smokey', 'away']",-0.3626,0.0826,0.4939
BBQ - Test 13,8,"Perfectly crunchy, doesn't fall apart when you eat, flavor is delicious. Perfect size.",5,"The flavor is so good, not too much roasted. It stays together when you bite it. It's smokey BBQ but not too much of anything.","Nothing honestly, this one is my favorite.","['perfectly', 'crunchy', 'doesnt', 'fall', 'apart', 'eat', 'flavor', 'delicious', 'perfect', 'size']","['flavor', 'good', 'much', 'roast', 'stay', 'together', 'bite', 'smokey', 'bbq', 'much', 'anything']","['nothing', 'honestly', 'one', 'favorite']",0.9118,0.3336,0.1331
BBQ - Test 14,8,"It tastes really good. It's clean, smokey but not too much. BBQ flavor is really good.",4,It's really flavorful and fun and different. I'd def snack on this or eat with a lunch. I'd take on on the go.,Not much I think it's really good.,"['taste', 'really', 'good', 'clean', 'smokey', 'much', 'bbq', 'flavor', 'really', 'good']","['really', 'flavorful', 'fun', 'different', 'id', 'def', 'snack', 'eat', 'lunch', 'id', 'take', 'go']","['much', 'think', 'really', 'good']",0.811,0.552,0.4927
BBQ - Control (Texas BBQ),8,"I like the upfront BBQ flavor, but also tasting the  rest of the components of snack as well.",3,"As stated before, it is a pretty good balance of the BBQ to the nuttiness of the bar itself","dial back the BBQ flavor just a bit, cause it sticks with you in your mouth for quite a while afterward","['like', 'upfront', 'bbq', 'flavor', 'also', 'taste', 'rest', 'component', 'snack', 'well']","['state', 'pretty', 'good', 'balance', 'bbq', 'nuttiness', 'bar']","['dial', 'back', 'bbq', 'flavor', 'bit', 'cause', 'stick', 'mouth', 'quite', 'afterward']",0.5267,0.7269,0
BBQ - Test 13,7,"The BBQ isn't overpowering, but is a little weak at the same time",2,"The other two were much more there, this one not as much",Give it a little more BBQ punch,"['bbq', 'isnt', 'overpower', 'little', 'weak', 'time']","['two', 'much', 'one', 'much']","['give', 'little', 'bbq', 'punch']",-0.5284,0,0
BBQ - Test 14,7,I like the fact that the BBQ flavor isn't as strong as 581 and that the peanut flavor comes out more,4,It has good balance with very like after taste.,"Make it bigger, flavor is spot on.","['like', 'fact', 'bbq', 'flavor', 'isnt', 'strong', '581', 'peanut', 'flavor', 'come']","['good', 'balance', 'like', 'taste']","['make', 'big', 'flavor', 'spot']",-0.0521,0.6901,0
BBQ - Control (Texas BBQ),9,I love how the savory sweetness of the bar is immediately reinforced by the unique peanut flavor and then rounded out by the smoky BBQ flavor!  So delicious and I can't believe it's wholesome and healthy!,5,"When I was imagining smoky BBQ, savory and sweet, etc. this bar exceeded those expectations!  The strongest positive is the great balance of savory and sweet with the smoky BBQ bringing everything together as I ate the bar.","I would not change ANYTHING at all about this bar because all of the flavors, as well as the texture, are perfect!  It's crunchy but not to the extent where it is tough to eat as some bars may be.","['love', 'savory', 'sweetness', 'bar', 'immediately', 'reinforce', 'unique', 'peanut', 'flavor', 'round', 'smoky', 'bbq', 'flavor', 'delicious', 'cant', 'believe', 'wholesome', 'healthy']","['imagine', 'smoky', 'bbq', 'savory', 'sweet', 'etc', 'bar', 'exceed', 'expectation', 'strongest', 'positive', 'great', 'balance', 'savory', 'sweet', 'smoky', 'bbq', 'bring', 'everything', 'together', 'ate', 'bar']","['would', 'change', 'anything', 'bar', 'flavor', 'well', 'texture', 'perfect', 'crunchy', 'extent', 'tough', 'eat', 'bar', 'may']",0.9401,0.9508,0.3489
BBQ - Test 13,8,"This bar has a good savory taste to it and the smoky BBQ flavor really comes through well, especially at the back of my throat and into my nose so it smells enticing.  There's also a nice taste to it that has a hint of sweet but more salty and savory.",3,This is about what I would expect from tasting other foods that are BBQ-flavored.  It's not very memorable and is not forgettable; definitely recognizable in taste.,I think it's just a preference but I would like more peanut and sweet integrated.  The sweet is dulled and the smoky BBQ is a bit overpowering the longer it lingers.,"['bar', 'good', 'savory', 'taste', 'smoky', 'bbq', 'flavor', 'really', 'come', 'well', 'especially', 'back', 'throat', 'nose', 'smell', 'entice', 'there', 'also', 'nice', 'taste', 'hint', 'sweet', 'salty', 'savory']","['would', 'expect', 'taste', 'food', 'bbqflavored', 'memorable', 'forgettable', 'definitely', 'recognizable', 'taste']","['think', 'preference', 'would', 'like', 'peanut', 'sweet', 'integrated', 'sweet', 'dull', 'smoky', 'bbq', 'bit', 'overpower', 'long', 'lingers']",0.6738,-0.3089,0.8687
BBQ - Test 14,7,I like the peanut taste and the smoky BBQ flavor. The bar is also crunchy but not too much so.  There's also a sweetness to it.,2,It tastes like separate ingredients were placed in one bar but the mixture of ingredients don't quite gel.  There's no harmony in the flavors.,I would make the salty/savory aspect a little more present; it's missing.,"['like', 'peanut', 'taste', 'smoky', 'bbq', 'flavor', 'bar', 'also', 'crunchy', 'much', 'there', 'also', 'sweetness']","['taste', 'like', 'separate', 'ingredient', 'place', 'one', 'bar', 'mixture', 'ingredient', 'dont', 'quite', 'gel', 'there', 'harmony', 'flavor']","['would', 'make', 'saltysavory', 'aspect', 'little', 'present', 'miss']",0.754,0.2742,-0.3535
BBQ - Control (Texas BBQ),1,Doesnt taste good,1,I didnt like the overwhelming taste,Taste less strong,"['doesn\x92t', 'taste', 'good']","['didn\x92t', 'like', 'overwhelm', 'taste']","['taste', 'less', 'strong']",0.4404,0.3612,0.4601
BBQ - Test 13,3,Not as flavorful as the others - not as overwhelming,3,Was more like what I expected- slight sweetness with saltiness,Add little bit of sweetness,"['flavorful', 'others', 'overwhelm']","['like', 'expect', 'slight', 'sweetness', 'saltiness']","['add', 'little', 'bit', 'sweetness']",0,0.7178,0.4472
BBQ - Test 14,1,Nothing,1,I didnt like the taste,Less flavorful,['nothing'],"['didn\x92t', 'like', 'taste']","['less', 'flavorful']",0,0.3612,0
BBQ - Control (Texas BBQ),9,I love how crispy and tasteful the nuts are.  I like how the taste is not overpowering and I'm still able to get the taste of the peanuts.   The chewy sweet and salty granola bar satisfies all my taste buds. And one simply isn't enough. Affordable and individually packaged so it makes it perfect to throw in your purse or a lunch box.,5,"I felt that I would not like it based on the BBQ, but I was wrong.",Nothing,"['love', 'crispy', 'tasteful', 'nut', 'like', 'taste', 'overpower', 'im', 'still', 'able', 'get', 'taste', 'peanut', 'chewy', 'sweet', 'salty', 'granola', 'bar', 'satisfies', 'taste', 'bud', 'one', 'simply', 'isnt', 'enough', 'affordable', 'individually', 'package', 'make', 'perfect', 'throw', 'purse', 'lunch', 'box']","['felt', 'would', 'like', 'base', 'bbq', 'wrong']",['nothing'],0.9313,-0.6913,0
BBQ - Test 13,9,"I love the overall taste and texture of this product, the BBQ compliments the salty well",5,I had felt like it was not going to be good due to the name but it was very well,Nothing,"['love', 'overall', 'taste', 'texture', 'product', 'bbq', 'compliment', 'salty', 'well']","['felt', 'like', 'go', 'good', 'due', 'name', 'well']",['nothing'],0.8402,0.6994,0
BBQ - Test 14,9,It taste amazing and the BBQ goes great with the sweet and salty,5,My reason for the rating is because I really did not think it would taste good but I was very wrong,Nothing,"['taste', 'amaze', 'bbq', 'go', 'great', 'sweet', 'salty']","['reason', 'rating', 'really', 'think', 'would', 'taste', 'good', 'wrong']",['nothing'],0.8979,-0.5632,0
BBQ - Control (Texas BBQ),9,It has a light smoky flavor which is nice. I love the crunch and portion size is great.,5,I liked the bbq flavor. I love the crunch and it was as I was hoping the bar to be.,I'd like a little more of a bbq flavor.,"['light', 'smoky', 'flavor', 'nice', 'love', 'crunch', 'portion', 'size', 'great']","['like', 'bbq', 'flavor', 'love', 'crunch', 'hop', 'bar']","['id', 'like', 'little', 'bbq', 'flavor']",0.9022,0.8689,0.3612
BBQ - Test 13,9,"It has a great smoky bbq flavor. I love crunchy things and this has an amazing crunch. Size is good - not too big, not too small.",5,"I don't always love bbq flavored things, because sometimes it's too tangy. This was great with the smoky flavor to it. Definitely better than I thought it was going to be.",Nothing. I would buy and enjoy it just as.,"['great', 'smoky', 'bbq', 'flavor', 'love', 'crunchy', 'thing', 'amaze', 'crunch', 'size', 'good', 'big', 'small']","['dont', 'always', 'love', 'bbq', 'flavor', 'thing', 'sometimes', 'tangy', 'great', 'smoky', 'flavor', 'definitely', 'well', 'thought', 'go']","['nothing', 'would', 'buy', 'enjoy']",0.9432,0.7455,0.4939
BBQ - Test 14,9,I like the bbq flavor. I like the crunch and size. I like the nuts and seeds in it as well.,5,"It is a great bar. Generally, bars are sweeter than savory. It's nice to have an option for a savory snack bar that isn't a meat stick/","This bar, perhaps by design or incident, didn't have quite the 'snap' to it when I broke a piece off. If by design, I do prefer the other bars better with a seemingly extra crunch to it.","['like', 'bbq', 'flavor', 'like', 'crunch', 'size', 'like', 'nut', 'seed', 'well']","['great', 'bar', 'generally', 'bar', 'sweet', 'savory', 'nice', 'option', 'savory', 'snack', 'bar', 'isnt', 'meat', 'stick']","['bar', 'perhaps', 'design', 'incident', 'didnt', 'quite', 'snap', 'break', 'piece', 'design', 'prefer', 'bar', 'well', 'seemingly', 'extra', 'crunch']",0.743,0.7845,0.0258
BBQ - Control (Texas BBQ),6,Good peanut flavor,4,Nice crunch,Less BBQ smoke,"['good', 'peanut', 'flavor']","['nice', 'crunch']","['less', 'bbq', 'smoke']",0.4404,0.4215,0
BBQ - Test 13,2,Too spicy,1,Nothing savory about the spice,More peanut,['spicy'],"['nothing', 'savory', 'spice']",['peanut'],0,0,0
BBQ - Test 14,6,Good peanut flavor,3,Wholesome,More salt,"['good', 'peanut', 'flavor']",['wholesome'],['salt'],0.4404,0,0
BBQ - Control (Texas BBQ),8,I love the crunchiness and lingering taste.,5,Prior to tasting any of the 3 samples I had a few reservations. But upon tasting this product it does seem like a product I'd love consuming on the regular.,I have no changes to suggest for this product.,"['love', 'crunchiness', 'linger', 'taste']","['prior', 'taste', '3', 'sample', 'reservation', 'upon', 'taste', 'product', 'seem', 'like', 'product', 'id', 'love', 'consume', 'regular']","['change', 'suggest', 'product']",0.6369,0.8765,-0.296
BBQ - Test 13,8,I love the flavor and lingering taste. I can taste the hint of bbq but the peanut butter ( I assume) is what's really leaving a lingering taste.,5,It was a new flavor. I was reserved by what it may taste like but upon the first bite I was elated.,Nothing comes to mind for a change for this product.,"['love', 'flavor', 'linger', 'taste', 'taste', 'hint', 'bbq', 'peanut', 'butter', 'assume', 'whats', 'really', 'leave', 'linger', 'taste']","['new', 'flavor', 'reserve', 'may', 'taste', 'like', 'upon', 'first', 'bite', 'elate']","['nothing', 'come', 'mind', 'change', 'product']",0.3818,0.8201,0
BBQ - Test 14,8,This one was my favorite out of the 3 samples. I love have the taste melds together and the aftertaste is a bit more settled than with the other two.,5,I was skeptical but quickly sated upon tasting this product. It blends to well together it left me wanting to eat the entire sample.,I cannot think of anything I would change with this sample.,"['one', 'favorite', '3', 'sample', 'love', 'taste', 'meld', 'together', 'aftertaste', 'bit', 'settled', 'two']","['skeptical', 'quickly', 'sate', 'upon', 'taste', 'product', 'blend', 'well', 'together', 'leave', 'want', 'eat', 'entire', 'sample']","['think', 'anything', 'would', 'change', 'sample']",0.802,0.25,0
BBQ - Control (Texas BBQ),7,"I like the flavor of the BBQ and the crunchiness of the bar.  The bigger size of the peanuts was good, too.",4,It met my expectations with the flavor and the crunch of the bar.  I was pleased with the bolder flavor!,"I would lessen the amount of salt taste (it was more of a quick salt taste when I first bit into it).  I would also change the part when you broke off a piece, the peanuts crumbled off separately.  I would add a bit more of the BBQ flavor too.","['like', 'flavor', 'bbq', 'crunchiness', 'bar', 'big', 'size', 'peanut', 'good']","['meet', 'expectation', 'flavor', 'crunch', 'bar', 'please', 'bold', 'flavor']","['would', 'lessen', 'amount', 'salt', 'taste', 'quick', 'salt', 'taste', 'first', 'bit', 'would', 'also', 'change', 'part', 'break', 'piece', 'peanut', 'crumble', 'separately', 'would', 'add', 'bit', 'bbq', 'flavor']",0.6597,0.6588,-0.4215
BBQ - Test 13,8,"I like the hint of sweetness of this product and the hint of BBQ flavor.  I tasted the seeds in it and liked the crunch of each part of the bar.  There was minimal salty taste, which was good.  I liked how the product reminded me of eating BBQ flavored potato chips, but it wasn't chips at all!  Delicious!",4,I was pleased that the product actually tasted better than expected.  It was a mixture of eating sweet granola products and BBQ chips- a combination that is new.,"I would change the amount of small pieces that fell off when breaking off a piece to eat. I would also add a tiny bit more of a sweet flavor to this product.  Looking at the bar, I would like bigger pieces of peanuts too.","['like', 'hint', 'sweetness', 'product', 'hint', 'bbq', 'flavor', 'taste', 'seed', 'like', 'crunch', 'part', 'bar', 'minimal', 'salty', 'taste', 'good', 'like', 'product', 'remind', 'eating', 'bbq', 'flavor', 'potato', 'chip', 'wasnt', 'chip', 'delicious']","['pleased', 'product', 'actually', 'taste', 'well', 'expect', 'mixture', 'eat', 'sweet', 'granola', 'product', 'bbq', 'chip', 'combination', 'new']","['would', 'change', 'amount', 'small', 'piece', 'fell', 'break', 'piece', 'eat', 'would', 'also', 'add', 'tiny', 'bit', 'sweet', 'flavor', 'product', 'look', 'bar', 'would', 'like', 'big', 'piece', 'peanut']",0.9222,0.8316,0.6983
BBQ - Test 14,7,I like the hardness and crunchiness of the bar.  There was an aftertaste of BBQ that lasted- I liked that very much.  I also like the color of the bar- brighter to let me know that it was going to be a BBQ flavor.,2,I didn't expect the bold taste of salt.  I expected the BBQ flavor to come out more- maybe even a bold BBQ taste rather than a salt taste.,There was a taste of salt that lingered in my mouth- this was too much.  I'd change that so it doesn't linger and so it isn't a bold taste of salt.  Maybe change it to have more of a sea salt taste than a regular salt taste.,"['like', 'hardness', 'crunchiness', 'bar', 'aftertaste', 'bbq', 'last', 'liked', 'much', 'also', 'like', 'color', 'bar', 'brighter', 'let', 'know', 'go', 'bbq', 'flavor']","['didnt', 'expect', 'bold', 'taste', 'salt', 'expect', 'bbq', 'flavor', 'come', 'maybe', 'even', 'bold', 'bbq', 'taste', 'rather', 'salt', 'taste']","['taste', 'salt', 'linger', 'mouth', 'much', 'id', 'change', 'doesnt', 'linger', 'isnt', 'bold', 'taste', 'salt', 'maybe', 'change', 'sea', 'salt', 'taste', 'regular', 'salt', 'taste']",0.8555,-0.5216,-0.3501
BBQ - Control (Texas BBQ),9,Unique taste but not overpowering. Savory but not too salty. Inviting appearance.,5,"When I heard the idea, I was not initially excited to try it but more intrigued to see how you would put it together. you exceeded my expectations by far! Delicious & attractive!",I truly cannot think of anything!,"['unique', 'taste', 'overpower', 'savory', 'salty', 'invite', 'appearance']","['heard', 'idea', 'initially', 'excite', 'try', 'intrigue', 'see', 'would', 'put', 'together', 'exceeded', 'expectation', 'far', 'delicious', 'attractive']","['truly', 'think', 'anything']",-0.3491,0.874,0.4926
BBQ - Test 13,9,The crunch & delightful savory BBQ flavor. Great textures but not heavy. It's a refreshing change of pace!,5,I was unsure about making a granola bar savory but you have done an amazing job in balancing wholesome goodness I have cone to love with Nature Valley products with a fresh new savory twist!,Nothing,"['crunch', 'delightful', 'savory', 'bbq', 'flavor', 'great', 'texture', 'heavy', 'refresh', 'change', 'pace']","['unsure', 'make', 'granola', 'bar', 'savory', 'do', 'amazing', 'job', 'balance', 'wholesome', 'goodness', 'cone', 'love', 'nature', 'valley', 'product', 'fresh', 'new', 'savory', 'twist']",['nothing'],0.6419,0.9625,0
BBQ - Test 14,9,It seems to have a more uniform look and the coloration is just slightly lighter than the last one. It is attractive and appealing!,5,I did not know what to expect but you knocked it out of the park! It is unique and delicious and savory but not too salty. I am sold!,I cannot think of any changes. I like it!,"['seem', 'uniform', 'look', 'coloration', 'slightly', 'light', 'last', 'one', 'attractive', 'appeal']","['know', 'expect', 'knock', 'park', 'unique', 'delicious', 'savory', 'salty', 'sell']","['think', 'change', 'like']",0.4926,0.7673,0.4199
BBQ - Control (Texas BBQ),8,like the crunchiness of the bar and the flavor. it's unique and would satisfy a craving,3,it matches the description and fits well with nature valley,add more whole nuts,"['like', 'crunchiness', 'bar', 'flavor', 'unique', 'would', 'satisfy', 'crave']","['match', 'description', 'fit', 'well', 'nature', 'valley']","['add', 'whole', 'nut']",0.6705,0.2732,-0.3774
BBQ - Test 13,4,i like the crunch of the bar,2,the flavor is too strong,the flavor is strong and a bit overpowering. i'd reduce the flavor strength a bit,"['like', 'crunch', 'bar']","['flavor', 'strong']","['flavor', 'strong', 'bit', 'overpower', 'id', 'reduce', 'flavor', 'strength', 'bit']",0.3612,0.5106,0.7579
BBQ - Test 14,7,i like the savoriness of the bar. it's very craveable,3,matches well with the previous product description,make the smoky bbq flavor a tad less strong,"['like', 'savoriness', 'bar', 'craveable']","['match', 'well', 'previous', 'product', 'description']","['make', 'smoky', 'bbq', 'flavor', 'tad', 'less', 'strong']",0.3612,0.2732,0.4601
BBQ - Control (Texas BBQ),8,"unique for a granola bar, tasty & crunchy",5,had no expectations since it was such a unique idea,"nothing really, maybe less sugar","['unique', 'granola', 'bar', 'tasty', 'crunchy']","['expectation', 'since', 'unique', 'idea']","['nothing', 'really', 'maybe', 'less', 'sugar']",0,-0.296,0
BBQ - Test 13,8,"unique for a granola bar, tasty & crunchy",5,I just didn't know what to expect since it was so new I didn't really have expectations!,"not much, maybe slightly less sweet","['unique', 'granola', 'bar', 'tasty', 'crunchy']","['didnt', 'know', 'expect', 'since', 'new', 'didnt', 'really', 'expectation']","['much', 'maybe', 'slightly', 'less', 'sweet']",0,0,0.3461
BBQ - Test 14,8,Unique product,5,Didn't have expectations!,Nothing,"['unique', 'product']","['didnt', 'expectation']",['nothing'],0,0,0
BBQ - Control (Texas BBQ),3,I like that it is crunchy and salty,3,Thought it would taste odd and it did,NO BBQ FLAVOR,"['like', 'crunchy', 'salty']","['thought', 'would', 'taste', 'odd']","['bbq', 'flavor']",0.3612,-0.3182,-0.296
BBQ - Test 13,2,Nothing,3,I thought it would taste weird and I was right.,Not make it bbq flavor,['nothing'],"['thought', 'would', 'taste', 'weird', 'right']","['make', 'bbq', 'flavor']",0,-0.1779,0
BBQ - Test 14,2,Nothing,2,It tasted worse than the others,No bbq flavor,['nothing'],"['taste', 'bad', 'others']","['bbq', 'flavor']",0,-0.4767,-0.296
BBQ - Control (Texas BBQ),6,Crunchy,2,Does not have enough flavoring,Needs a little more flavor,['crunchy'],"['enough', 'flavoring']","['need', 'little', 'flavor']",0,0,0
BBQ - Test 13,6,It has a slight BBQ  taste,2,Taste  like it could have used slightly more of a  BBQ flavor,It could  have a little bit more of a BBQ  taste,"['slight', 'bbq', 'taste']","['taste', 'like', 'could', 'use', 'slightly', 'bbq', 'flavor']","['could', 'little', 'bit', 'bbq', 'taste']",0,0.3612,0
BBQ - Test 14,4,Crunchiness,2,expected more of a BBQ taste,Add a Bit more flavor,['crunchiness'],"['expect', 'bbq', 'taste']","['add', 'bit', 'flavor']",0,0,0
BBQ - Control (Texas BBQ),7,The crunch is great. Nice nuttiness to it and its slightly Smokey and sweet. Good balance,5,Good after taste that lingers and no dryness after.,Probably make it a little bigger,"['crunch', 'great', 'nice', 'nuttiness', 'it\x92s', 'slightly', 'smokey', 'sweet', 'good', 'balance']","['good', 'taste', 'lingers', 'dryness']","['probably', 'make', 'little', 'big']",0.9107,0.1779,0
BBQ - Test 13,6,Its crunchy and has a little sweetness to it. I like the nuttiness and savory flavors,4,Its wholesome and nutty. Didnt expect quality ingredients,It is super dry once you finish the bite.,"['it\x92s', 'crunchy', 'little', 'sweetness', 'like', 'nuttiness', 'savory', 'flavor']","['it\x92s', 'wholesome', 'nutty', 'didn\x92t', 'expect', 'quality', 'ingredient']","['super', 'dry', 'finish', 'bite']",0.6605,0,0.5994
BBQ - Test 14,4,Good flavor. Subtle smokiness,2,Good flavor. The bar is too hard,Too crunch and hard,"['good', 'flavor', 'subtle', 'smokiness']","['good', 'flavor', 'bar', 'hard']","['crunch', 'hard']",0.4404,0.3612,-0.1027
BBQ - Control (Texas BBQ),4,The nuts,1,"Like i said before, taste like dog food.  It was also to thick for my taste.  The nut amount was good.  BBQ  flavor a bit lacking also in this one.","My first thought was it taste like a bog biscuit.  There was not much BBQ taste but that was not the big thing for me.  As to what you could do, i am not that much of a cook so???",['nut'],"['like', 'say', 'taste', 'like', 'dog', 'food', 'also', 'thick', 'taste', 'nut', 'amount', 'good', 'bbq', 'flavor', 'bit', 'lack', 'also', 'one']","['first', 'think', 'taste', 'like', 'bog', 'biscuit', 'much', 'bbq', 'taste', 'big', 'thing', 'could', 'much', 'cook']",-0.3182,0.7845,0.316
BBQ - Test 13,7,It has a good peanut crunch and i love seeds.  The flavor is not overpowering with the BBQ and has a slightly spicy but not to much flavor.,5,"When i saw they were BBQ i expected a lot more BBQ flavor, which in a bar i didn't think was a good thing,  This is the right amount for a salty bar","with the BBQ flavor i can not really see what you could do to make it better.  More sunflower seed for me, but not everyone would like that.","['good', 'peanut', 'crunch', 'love', 'seed', 'flavor', 'overpower', 'bbq', 'slightly', 'spicy', 'much', 'flavor']","['saw', 'bbq', 'expect', 'lot', 'bbq', 'flavor', 'bar', 'didnt', 'think', 'good', 'thing', 'right', 'amount', 'salty', 'bar']","['bbq', 'flavor', 'really', 'see', 'could', 'make', 'good', 'sunflower', 'seed', 'everyone', 'would', 'like']",0.5499,-0.3412,-0.1815
