product,Question,Response,Sentiment Score,Response value,lemm
Chobani Smooth,All Questions,This product was neither smooth nor mild as the container label states.,0,2,"['product', 'neither', 'smooth', 'mild', 'container', 'label', 'state']"
Yoplait OSY,All Questions,I din't think I would like the taste very much but I did.,-14.19,4,"['dint', 'think', 'would', 'like', 'taste', 'much']"
Chobani Smooth,All Questions,"Having eaten quite a bit of Chobani Greek Yogurt in the past, I was not expecting it to be so smooth (even though the package expressly stated it was smooth, like classic yogurt).",36.12,3,"['eaten', 'quite', 'bit', 'chobani', 'greek', 'yogurt', 'past', 'expect', 'smooth', 'even', 'though', 'package', 'expressly', 'state', 'smooth', 'like', 'classic', 'yogurt']"
Yoplait OSY,All Questions,,0,3,['nan']
Chobani Smooth,All Questions,I thought it would be thicker.,0,3,"['thought', 'would', 'thicker']"
Yoplait OSY,All Questions,Mix before eating fruit on the bottom.,0,5,"['mix', 'eat', 'fruit', 'bottom']"
Chobani Smooth,All Questions,I thought it would be sweeter,0,1,"['thought', 'would', 'sweeter']"
Yoplait OSY,All Questions,little thinner than other greek yogurt,0,3,"['little', 'thinner', 'greek', 'yogurt']"
Chobani Smooth,All Questions,The tangyness was unexpected in a good way.  Package itself set my expectations of what was inside.,44.04,4,"['tangyness', 'unexpected', 'good', 'way', 'package', 'set', 'expectation', 'inside']"
Yoplait OSY,All Questions,"I didn't realize that this was a non-GMO product.  I don't think that I've heard that evaporated cane sugar was an ingredient.  I appreciate that the slogan was punctuated correctly, with the period inside of the quotation marks:  We believe fruit should come in pieces, not  flavors.",40.19,4,"['didnt', 'realize', 'nongmo', 'product', 'dont', 'think', 'ive', 'heard', 'evaporate', 'cane', 'sugar', 'ingredient', 'appreciate', 'slogan', 'punctuate', 'correctly', 'period', 'inside', 'quotation', 'mark', 'believe', 'fruit', 'come', 'piece', 'flavor']"
Chobani Smooth,All Questions,I think it does a good job representing itself. It is much smoother than what i usually purchase. I like how big a it states  Smooth  on it.,65.97,3,"['think', 'good', 'job', 'represent', 'much', 'smoother', 'usually', 'purchase', 'like', 'big', 'state', 'smooth']"
Yoplait OSY,All Questions,I did not find anything unexpected.,0,5,"['find', 'anything', 'unexpected']"
Chobani Smooth,All Questions,The over-powering taste of sour milk.  I really could not get past that.,0,1,"['overpower', 'taste', 'sour', 'milk', 'really', 'could', 'get', 'past']"
Yoplait OSY,All Questions,Like the picture of the strawberry. It tells me what is inside.,36.12,3,"['like', 'picture', 'strawberry', 'tell', 'inside']"
Chobani Smooth,All Questions,"I was somewhat expecting pieces of fruit in it, even if just small pieces.",0,4,"['somewhat', 'expect', 'piece', 'fruit', 'even', 'small', 'piece']"
Yoplait OSY,All Questions,I think maybe the sugar content.  Also when you first open the container the separation is not very appealing,0,4,"['think', 'maybe', 'sugar', 'content', 'also', 'first', 'open', 'container', 'separation', 'appeal']"
Chobani Smooth,All Questions,That it contained 2X the protein.,0,4,"['contain', '2x', 'protein']"
Yoplait OSY,All Questions,"I am impressed with the 15% Calcium, great taste and 0% milk fat!",81.72,4,"['impressed', '15', 'calcium', 'great', 'taste', '0', 'milk', 'fat']"
Chobani Smooth,All Questions,The yogurt does not have an aftertaste which is often common with lowfat products.  The packaging should show the word  lowfat  better as that may make a difference to many.,44.04,5,"['yogurt', 'aftertaste', 'often', 'common', 'lowfat', 'product', 'package', 'show', 'word', 'lowfat', 'well', 'may', 'make', 'difference', 'many']"
Yoplait OSY,All Questions,I think the package did a good job of representing the yogurt.,44.04,3,"['think', 'package', 'good', 'job', 'represent', 'yogurt']"
Chobani Smooth,All Questions,The packaging represents the product well.  What I found unexpected was the sweetness.  It had a good fruit flavor that wasn't overpowered by sugar taste.,80.2,5,"['packaging', 'represent', 'product', 'well', 'found', 'unexpected', 'sweetness', 'good', 'fruit', 'flavor', 'wasnt', 'overpower', 'sugar', 'taste']"
Yoplait OSY,All Questions,Unexpected was the amoun the small amount of yougart in the actual container. I would change nothing on the packaging.,0,3,"['unexpected', 'amoun', 'small', 'amount', 'yougart', 'actual', 'container', 'would', 'change', 'nothing', 'packaging']"
Chobani Smooth,All Questions,How smooth the yogurt was.,0,4,"['smooth', 'yogurt']"
Yoplait OSY,All Questions,Nothing unexpected. I like all the info on the packaging,-27.55,4,"['nothing', 'unexpected', 'like', 'info', 'packaging']"
Chobani Smooth,All Questions,Real chunks of strawberries.,0,4,"['real', 'chunk', 'strawberry']"
Yoplait OSY,All Questions,The flavor was better than I remember Chobani tasting in the past.,44.04,5,"['flavor', 'well', 'remember', 'chobani', 'taste', 'past']"
Chobani Smooth,All Questions,I did not expect this great flavor. It really stood out. The package was really hard to read on the ingredients and nutrition label. The res with the white writing was really hard to see.,54.06,5,"['expect', 'great', 'flavor', 'really', 'stood', 'package', 'really', 'hard', 'read', 'ingredient', 'nutrition', 'label', 'res', 'white', 'write', 'really', 'hard', 'see']"
Yoplait OSY,All Questions,I would change the price.  It seems too high for just one.,0,4,"['would', 'change', 'price', 'seem', 'high', 'one']"
Chobani Smooth,All Questions,I like how the yogurt inside is presented on the outside package.,36.12,4,"['like', 'yogurt', 'inside', 'present', 'outside', 'package']"
Yoplait OSY,All Questions,Nothing. i think the package describes the product very well.,33.84,4,"['nothing', 'think', 'package', 'describes', 'product', 'well']"
Chobani Smooth,All Questions,Nothing.,0,3,['nothing']
Yoplait OSY,All Questions,I thought that the fruit at the bottom might have a bad taste or texture so I was apprehensive at first.  But it wastn at all,-30.71,5,"['think', 'fruit', 'bottom', 'might', 'bad', 'taste', 'texture', 'apprehensive', 'first', 'wastn']"
Chobani Smooth,All Questions,SO smooth and creamy,0,5,"['smooth', 'creamy']"
Yoplait OSY,All Questions,Everything is what I expected,0,3,"['everything', 'expect']"
Chobani Smooth,All Questions,the labeling was ok,29.6,4,"['label', 'ok']"
Yoplait OSY,All Questions,Make the strawberry flavor better and add more to the bottom of the cup.,44.04,2,"['make', 'strawberry', 'flavor', 'well', 'add', 'bottom', 'cup']"
Chobani Smooth,All Questions,,0,5,['nan']
Yoplait OSY,All Questions,,0,3,['nan']
Chobani Smooth,All Questions,sweeter than expected,0,3,"['sweeter', 'expect']"
Yoplait OSY,All Questions,,0,3,['nan']
Chobani Smooth,All Questions,I thought it would have a thicker texture.,0,3,"['thought', 'would', 'thicker', 'texture']"
Yoplait OSY,All Questions,Packaging seemed fine.,20.23,3,"['packaging', 'seem', 'fine']"
Chobani Smooth,All Questions,The packaging looked so cheap. It looked exactly like anything Target brand and you can barely see the Chobani logo. I would not pick out this yogurt in stores because I would probably walk by it and think it was Target starting a yogurt.,36.12,2,"['packaging', 'look', 'cheap', 'look', 'exactly', 'like', 'anything', 'target', 'brand', 'barely', 'see', 'chobani', 'logo', 'would', 'pick', 'yogurt', 'store', 'would', 'probably', 'walk', 'think', 'target', 'start', 'yogurt']"
Yoplait OSY,All Questions,Sweetness-sweeter than expected.,0,5,"['sweetnesssweeter', 'expect']"
Chobani Smooth,All Questions,.,0,5,[]
Yoplait OSY,All Questions,The package seems pretty clear - it was expected.,70.03,3,"['package', 'seem', 'pretty', 'clear', 'expect']"
Chobani Smooth,All Questions,the taste flavor of the fruit,0,4,"['taste', 'flavor', 'fruit']"
Yoplait OSY,All Questions,I didn't realize how much protein was in the product. That's a good thing and should stand out more on the package.,44.04,4,"['didnt', 'realize', 'much', 'protein', 'product', 'thats', 'good', 'thing', 'stand', 'package']"
Chobani Smooth,All Questions,"Smoother, thick yogurt, with great flavor.",62.49,4,"['smoother', 'thick', 'yogurt', 'great', 'flavor']"
Yoplait OSY,All Questions,NOT AS FRUITY AS I WOULD HAVE LIKED,42.15,2,"['fruity', 'would', 'like']"
Chobani Smooth,All Questions,"I like that the packaging is colorful and playful and has all the information on it.  However the word  classic  doesn't resonate with me.  I've seen this before where companies use  original  or  classic  and if I wasn't a user with their original recipe, then I don't care.  Perhaps,  natural  would be a good option.  Or maybe a coined term can be made.   greek-like.   While I do like that the packaging is colorful, it doesn't match the almost white product inside, but I think that's OK.  If I saw someone holding that bright red container, I would want to know what they are eating.  And as mentioned above I like the product as is.",95,5,"['like', 'package', 'colorful', 'playful', 'information', 'however', 'word', 'classic', 'doesnt', 'resonate', 'ive', 'see', 'company', 'use', 'original', 'classic', 'wasnt', 'user', 'original', 'recipe', 'dont', 'care', 'perhaps', 'natural', 'would', 'good', 'option', 'maybe', 'coin', 'term', 'make', 'greeklike', 'like', 'package', 'colorful', 'doesnt', 'match', 'almost', 'white', 'product', 'inside', 'think', 'thats', 'ok', 'saw', 'someone', 'hold', 'bright', 'red', 'container', 'would', 'want', 'know', 'eat', 'mention', 'like', 'product']"
Chobani Smooth,All Questions,Very fake flavor taste - almost chemical.,-52.56,2,"['fake', 'flavor', 'taste', 'almost', 'chemical']"
Chobani Smooth,All Questions,The flavor was unexpected,0,5,"['flavor', 'unexpected']"
Chobani Smooth,All Questions,Was very filling  Replace word Smooth on top of package with low fat classic yogurt - make low fat more visible,-34,3,"['fill', 'replace', 'word', 'smooth', 'top', 'package', 'low', 'fat', 'classic', 'yogurt', 'make', 'low', 'fat', 'visible']"
Chobani Smooth,All Questions,.,0,3,[]
Chobani Smooth,All Questions,Nothing wrong with the packaging.,37.24,3,"['nothing', 'wrong', 'packaging']"
Chobani Smooth,All Questions,No nutrition label,-29.6,3,"['nutrition', 'label']"
Chobani Smooth,All Questions,needs more real fruit,0,3,"['need', 'real', 'fruit']"
Chobani Smooth,All Questions,nothing,0,4,['nothing']
Chobani Smooth,All Questions,It is low-fat but taste like regular yogurt.,50.23,4,"['lowfat', 'taste', 'like', 'regular', 'yogurt']"
Chobani Smooth,All Questions,Not very much flavor and is a little too runny.,0,2,"['much', 'flavor', 'little', 'runny']"
Chobani Smooth,All Questions,add nutrition information,0,5,"['add', 'nutrition', 'information']"
Chobani Smooth,All Questions,"It was not sweet enough.  I guess the package said less sugar, but I didn't realize it would impact the taste that much.",-18.77,2,"['sweet', 'enough', 'guess', 'package', 'say', 'less', 'sugar', 'didnt', 'realize', 'would', 'impact', 'taste', 'much']"
Chobani Smooth,All Questions,Something to make you more aware that it isn't greek yogurt.,0,4,"['something', 'make', 'aware', 'isnt', 'greek', 'yogurt']"
Chobani Smooth,All Questions,The package could say something like  not like other yogurts it's smooth .,61.24,5,"['package', 'could', 'say', 'something', 'like', 'like', 'yogurt', 'smooth']"
Chobani Smooth,All Questions,The look of the consistency of the yogurt.,0,4,"['look', 'consistency', 'yogurt']"
Chobani Smooth,All Questions,"the tartness, in a way  classic  probably conveys this but not outright.",0,4,"['tartness', 'way', 'classic', 'probably', 'conveys', 'outright']"
Chobani Smooth,All Questions,,0,3,['nan']
Chobani Smooth,All Questions,how smooth the yogurt was,0,5,"['smooth', 'yogurt']"
Chobani Smooth,All Questions,na,0,3,['na']
Chobani Smooth,All Questions,na,0,3,['na']
Chobani Smooth,All Questions,nothing,0,5,['nothing']
Chobani Smooth,All Questions,At first I thought it would be very plain because it was a low fat and because the design reminded me of Greek yogurt,-27.32,5,"['first', 'think', 'would', 'plain', 'low', 'fat', 'design', 'remind', 'greek', 'yogurt']"
Chobani Smooth,All Questions,nothing,0,4,['nothing']
Chobani Smooth,All Questions,I liked it a little more than I thought I would.,42.15,4,"['like', 'little', 'thought', 'would']"
Chobani Smooth,All Questions,Not sour or tart.    Rich flavor.,55.74,5,"['sour', 'tart', 'rich', 'flavor']"
Chobani Smooth,All Questions,It was very smooth and creamy.,0,4,"['smooth', 'creamy']"
Chobani Smooth,All Questions,"I think I thought it would have more of a standard yogurt taste even tho it was made by Chobani. I don't mind greek yogurt but if a person did not like it, they might be disappointed in the flavor.",-77.92,2,"['think', 'think', 'would', 'standard', 'yogurt', 'taste', 'even', 'tho', 'make', 'chobani', 'dont', 'mind', 'greek', 'yogurt', 'person', 'like', 'might', 'disappoint', 'flavor']"
Chobani Smooth,All Questions,Had a good taste for a less sugar product.,44.04,5,"['good', 'taste', 'less', 'sugar', 'product']"
Chobani Smooth,All Questions,Because of the name I expected it to be really smooth and have a good texture and it really didn't.,44.04,3,"['name', 'expect', 'really', 'smooth', 'good', 'texture', 'really', 'didnt']"
Chobani Smooth,All Questions,"The package said  classic yogurt  but doesn't taste like classic yogurt to me at all (which I would consider Yoplait, Dannon, etc).",-39.5,2,"['package', 'say', 'classic', 'yogurt', 'doesnt', 'taste', 'like', 'classic', 'yogurt', 'would', 'consider', 'yoplait', 'dannon', 'etc']"
Chobani Smooth,All Questions,I thought the packaging was very appealing.,0,3,"['think', 'packaging', 'appeal']"
Chobani Smooth,All Questions,include greek yougurt on label info.,0,3,"['include', 'greek', 'yougurt', 'label', 'info']"
Chobani Smooth,All Questions,"I thought the packaging was good.  I would have liked to have seen the ingredients listed.  If it was on the cover, I tossed it.",69.08,4,"['think', 'packaging', 'good', 'would', 'like', 'see', 'ingredient', 'list', 'cover', 'toss']"
Chobani Smooth,All Questions,That it was regular yogurt and not Greek yogurt,0,4,"['regular', 'yogurt', 'greek', 'yogurt']"
Chobani Smooth,All Questions,"The package should say SMOOTH AND THICK, not classic smooth.",0,3,"['package', 'say', 'smooth', 'thick', 'classic', 'smooth']"
Chobani Smooth,All Questions,"The container being 1/2 full was the first surprise, the second surprise was the fact that the yogurt was gray in color.  Adding more strawberries would make it more pink.  Don't use food coloring.  I added a couple strawberries and suddenly it was pink.",49.39,1,"['container', '12', 'full', 'first', 'surprise', 'second', 'surprise', 'fact', 'yogurt', 'gray', 'color', 'add', 'strawberry', 'would', 'make', 'pink', 'dont', 'use', 'food', 'coloring', 'add', 'couple', 'strawberry', 'suddenly', 'pink']"
Chobani Smooth,All Questions,There was nothing unexpected.  I might add a little more sweetner as it was a bit tart.,0,2,"['nothing', 'unexpected', 'might', 'add', 'little', 'sweetner', 'bit', 'tart']"
Chobani Smooth,All Questions,too much red on outside of container,0,3,"['much', 'red', 'outside', 'container']"
Chobani Smooth,All Questions,no changes,-29.6,3,['change']
Chobani Smooth,All Questions,"The smooth and creamy is right on! The packaging is truthful, no change needed.",27.14,5,"['smooth', 'creamy', 'right', 'package', 'truthful', 'change', 'need']"
Chobani Smooth,All Questions,I wouldn't change anything with the packaging,0,3,"['wouldnt', 'change', 'anything', 'packaging']"
Chobani Smooth,All Questions,"Packaging stated  full of Real Fruit , none visible. I was also surprised to see that the package contained 2 servings. This seems misleading as this would likely be eaten all at once.",-20.23,3,"['packaging', 'state', 'full', 'real', 'fruit', 'none', 'visible', 'also', 'surprise', 'see', 'package', 'contain', '2', 'serving', 'seem', 'mislead', 'would', 'likely', 'eat']"
Chobani Smooth,All Questions,The flavor was quite good for being a low fat product,27.16,4,"['flavor', 'quite', 'good', 'low', 'fat', 'product']"
Chobani Smooth,All Questions,a little thin for yogurt,0,3,"['little', 'thin', 'yogurt']"
Chobani Smooth,All Questions,The flavor was very sour tasting,0,2,"['flavor', 'sour', 'tasting']"
Chobani Smooth,All Questions,I expected it to be tart and it wasn't at all,0,3,"['expect', 'tart', 'wasnt']"
Chobani Smooth,All Questions,good packaging,44.04,4,"['good', 'packaging']"
Chobani Smooth,All Questions,I wouldn't change anything on the packaging.,0,3,"['wouldnt', 'change', 'anything', 'packaging']"
Chobani Smooth,All Questions,I thought there would be chunks of strawberries in it,0,4,"['thought', 'would', 'chunk', 'strawberry']"
Chobani Smooth,All Questions,Flavor.  Much better than I expected it to taste.  The packaging is nice and bright colored.,82.25,5,"['flavor', 'much', 'well', 'expect', 'taste', 'packaging', 'nice', 'bright', 'color']"
Chobani Smooth,All Questions,"I thought the packaging was very good , honest and represented exactly what was inside.",77.64,3,"['think', 'package', 'good', 'honest', 'represent', 'exactly', 'inside']"
Chobani Smooth,All Questions,I was expecting it to taste more like greek yogurt because of the container but it tasted like regular yogurt which I prefer.,67.94,5,"['expect', 'taste', 'like', 'greek', 'yogurt', 'container', 'taste', 'like', 'regular', 'yogurt', 'prefer']"
Chobani Smooth,All Questions,not much fruit in it,0,3,"['much', 'fruit']"
Yoplait OSY,All Questions,Thicker,0,,['thicker']
Chobani Smooth,All Questions,Could use a little extra flavor,0,,"['could', 'use', 'little', 'extra', 'flavor']"
Yoplait OSY,All Questions,I really enjoy this yogurt. I would keep it the same.,54.13,,"['really', 'enjoy', 'yogurt', 'would', 'keep']"
Chobani Smooth,All Questions,Larger container and more varieties,0,,"['large', 'container', 'variety']"
Yoplait OSY,All Questions,I'm not a real fan of the fruit that u stir into the product.  When I tore off the cover the top of the product was a bit watery and looked a little separated.,-4.18,,"['im', 'real', 'fan', 'fruit', 'u', 'stir', 'product', 'tore', 'cover', 'top', 'product', 'bit', 'watery', 'look', 'little', 'separated']"
Chobani Smooth,All Questions,It was TOO sweet! Way too sweet. I would not buy this because of the 19 grams of sugar. I feel as though the protein content should meet or exceed the amount of sugar in a container of yogurt.,74.24,,"['sweet', 'way', 'sweet', 'would', 'buy', '19', 'gram', 'sugar', 'feel', 'though', 'protein', 'content', 'meet', 'exceed', 'amount', 'sugar', 'container', 'yogurt']"
Yoplait OSY,All Questions,I would prefer slightly more fruit.,0,,"['would', 'prefer', 'slightly', 'fruit']"
Chobani Smooth,All Questions,"It was very watery. When I opened the lid, water splashed out. Even when I mixed it together, it was very runny.",0,,"['watery', 'open', 'lid', 'water', 'splash', 'even', 'mixed', 'together', 'runny']"
Yoplait OSY,All Questions,Eliminate or at least reduce the added cane sugar.,0,,"['eliminate', 'least', 'reduce', 'added', 'cane', 'sugar']"
Chobani Smooth,All Questions,I would like it to be a little thicker.  It should also have more/larger fruit pieces since the packaging says  real fruit .  I didn't have much fruit in my sample.,36.12,,"['would', 'like', 'little', 'thicker', 'also', 'morelarger', 'fruit', 'piece', 'since', 'packaging', 'say', 'real', 'fruit', 'didnt', 'much', 'fruit', 'sample']"
Yoplait OSY,All Questions,nothing comes to mind,0,,"['nothing', 'come', 'mind']"
Chobani Smooth,All Questions,"I would make it thicker, it was too watery",0,,"['would', 'make', 'thicker', 'watery']"
Yoplait OSY,All Questions,It's almost too tart/yogurty tasting. I woudl prefer not to have to mix the yogurt. The first view of the product is somewhat unpleasant as it's watery and chunky.,-42.28,,"['almost', 'tartyogurty', 'taste', 'woudl', 'prefer', 'mix', 'yogurt', 'first', 'view', 'product', 'somewhat', 'unpleasant', 'watery', 'chunky']"
Chobani Smooth,All Questions,Subtract bits of fruit from product since I don't feel there were that many fruit bites anyways. Make less sweet. Place nutrition facts on container.,40.33,,"['subtract', 'bit', 'fruit', 'product', 'since', 'dont', 'feel', 'many', 'fruit', 'bite', 'anyways', 'make', 'less', 'sweet', 'place', 'nutrition', 'fact', 'container']"
Yoplait OSY,All Questions,Color - brighter pink  Sweeter,38.18,,"['color', 'brighter', 'pink', 'sweeter']"
Chobani Smooth,All Questions,"Nothing. I like that it's lower in sugar than other yogurts, and that it has more protein.",-51.22,,"['nothing', 'like', 'low', 'sugar', 'yogurt', 'protein']"
Yoplait OSY,All Questions,it was perfect,57.19,,['perfect']
Chobani Smooth,All Questions,It needed mixing to get all of the products to be distributed evenly.,0,,"['need', 'mix', 'get', 'product', 'distribute', 'evenly']"
Yoplait OSY,All Questions,would love to see sugars at 12 grams,63.69,,"['would', 'love', 'see', 'sugar', '12', 'gram']"
Chobani Smooth,All Questions,More protein.,0,,['protein']
Yoplait OSY,All Questions,I personally didn't think that the product was very pleasant to look at upon stirring. I just didn't think that the fruit looked fresh and tasty.,70.89,,"['personally', 'didnt', 'think', 'product', 'pleasant', 'look', 'upon', 'stir', 'didnt', 'think', 'fruit', 'look', 'fresh', 'tasty']"
Chobani Smooth,All Questions,"more viscous, less runny",0,,"['viscous', 'less', 'runny']"
Yoplait OSY,All Questions,More strawberry chunks,0,,"['strawberry', 'chunk']"
Chobani Smooth,All Questions,It's too sour.  It's too thin and runny. It reminds me a little of one of those drinkable yogurts for small children.,0,,"['sour', 'thin', 'runny', 'remind', 'little', 'one', 'drinkable', 'yogurt', 'small', 'child']"
Yoplait OSY,All Questions,Strawberry pieces seemed limp/overly ripe-mushy texture. Hard to tell yogurt was strawberry flavor-almost a gelatin taste.,-10.27,,"['strawberry', 'piece', 'seem', 'limpoverly', 'ripemushy', 'texture', 'hard', 'tell', 'yogurt', 'strawberry', 'flavoralmost', 'gelatin', 'taste']"
Chobani Smooth,All Questions,Make it not so sweet! Add more fruit.,-52.88,,"['make', 'sweet', 'add', 'fruit']"
Yoplait OSY,All Questions,It is a little sour tasting.,0,,"['little', 'sour', 'tasting']"
Chobani Smooth,All Questions,"There was a slight tanginess or bitterness before the sweet finish. It's not that it needs more sweetness, but there is a noticeable tang to it.",33.92,,"['slight', 'tanginess', 'bitterness', 'sweet', 'finish', 'need', 'sweetness', 'noticeable', 'tang']"
Yoplait OSY,All Questions,"less amount of strawberries to mix in, seeds bothered me a little",-31.82,,"['less', 'amount', 'strawberry', 'mix', 'seed', 'bother', 'little']"
Chobani Smooth,All Questions,a little thicker,0,,"['little', 'thicker']"
Yoplait OSY,All Questions,Have the size of the container fit the amount of yogurt so either make the cup smaller or put more yogurt in the cup.,36.12,,"['size', 'container', 'fit', 'amount', 'yogurt', 'either', 'make', 'cup', 'small', 'put', 'yogurt', 'cup']"
Chobani Smooth,All Questions,Make more filling. I would have had to eat both to feel like I was half full.,36.12,,"['make', 'filling', 'would', 'eat', 'feel', 'like', 'half', 'full']"
Yoplait OSY,All Questions,"A little sweeter,  More strawberry chunks at the bottom of the cup.",0,,"['little', 'sweeter', 'strawberry', 'chunk', 'bottom', 'cup']"
Chobani Smooth,All Questions,"There were a few small fruit chunks that I did not like, especially because it is being marketed as smooth",-27.55,,"['small', 'fruit', 'chunk', 'like', 'especially', 'market', 'smooth']"
Yoplait OSY,All Questions,I would change the texture of the strawberries. It was too  jellied  and felt/tasted fake and artificial,-47.67,,"['would', 'change', 'texture', 'strawberry', 'jelly', 'felttasted', 'fake', 'artificial']"
Chobani Smooth,All Questions,Increase strawberry flavor a little.,31.82,,"['increase', 'strawberry', 'flavor', 'little']"
Yoplait OSY,All Questions,"Like above I would prefer a slightly bit smoother yogurt, but this would not prevent me from buying this in the future. This was a great product!",82.16,,"['like', 'would', 'prefer', 'slightly', 'bit', 'smooth', 'yogurt', 'would', 'prevent', 'buying', 'future', 'great', 'product']"
Chobani Smooth,All Questions,I'm not sure that I would change anything. I would like it better if it were Greek.,53.27,,"['im', 'sure', 'would', 'change', 'anything', 'would', 'like', 'good', 'greek']"
Yoplait OSY,All Questions,It would be nice to have more strawberry pieces.,42.15,,"['would', 'nice', 'strawberry', 'piece']"
Chobani Smooth,All Questions,I would like to see more pieces of fruit in the yogurt. It seemed sort of skimpy on number of fruit pieces.,42.15,,"['would', 'like', 'see', 'piece', 'fruit', 'yogurt', 'seem', 'sort', 'skimpy', 'number', 'fruit', 'piece']"
Yoplait OSY,All Questions,Would rather have the strawberry mixed into the yogurt (no fruit on the bottom).  I don't like the big strawberry pieces in the fruit on the bottom - not firm and fresh tasting.,-47.17,,"['would', 'rather', 'strawberry', 'mixed', 'yogurt', 'fruit', 'bottom', 'dont', 'like', 'big', 'strawberry', 'piece', 'fruit', 'bottom', 'firm', 'fresh', 'taste']"
Chobani Smooth,All Questions,I would love to see  fruit chunks  added as this would help to bring out the flavor and enhance it even more.,78.45,,"['would', 'love', 'see', 'fruit', 'chunk', 'add', 'would', 'help', 'bring', 'flavor', 'enhance', 'even']"
Yoplait OSY,All Questions,I didn't love the chunks. I like the fruit on the bottom to be smooth. It had quite a bit of sugar....15g per serving is more than I would like.,16.11,,"['didnt', 'love', 'chunk', 'like', 'fruit', 'bottom', 'smooth', 'quite', 'bit', 'sugar15g', 'per', 'serve', 'would', 'like']"
Chobani Smooth,All Questions,"A little runny, maybe a bit thicker, more fruit chunks",0,,"['little', 'runny', 'maybe', 'bit', 'thick', 'fruit', 'chunk']"
Yoplait OSY,All Questions,Consistency of the strawberry at the bottom might have been a little too thick.,0,,"['consistency', 'strawberry', 'bottom', 'might', 'little', 'thick']"
Chobani Smooth,All Questions,"I would have enjoyed more fruit chunks in the yogurt, but everything else about it I liked.",70.5,,"['would', 'enjoy', 'fruit', 'chunk', 'yogurt', 'everything', 'else', 'like']"
Yoplait OSY,All Questions,THERE CAN ALWAYS BE MORE FRUIT.,0,,"['always', 'fruit']"
Chobani Smooth,All Questions,Has an aftertaste and needs more fruit mixed in.,0,,"['aftertaste', 'need', 'fruit', 'mixed']"
Yoplait OSY,All Questions,"Have pre-stirred, mixing fruit pieces with yogurt.",0,,"['prestirred', 'mix', 'fruit', 'piece', 'yogurt']"
Chobani Smooth,All Questions,Nothing,0,,['nothing']
Yoplait OSY,All Questions,More real fruit,0,,"['real', 'fruit']"
Chobani Smooth,All Questions,I would like a little bit more fruit flavor and pieces of fruit.,36.12,,"['would', 'like', 'little', 'bit', 'fruit', 'flavor', 'piece', 'fruit']"
Yoplait OSY,All Questions,"I tend to not like  fruit on the bottom  yogurts and this yogurt did not sway me to like it better. I wish there was a way for yogurt makers to have more of a fresh fruit, or even a fresher seeming  jam  in their yogurts but probably that wouldn't keep well enough. In any case, I didn't care for the strawberry jam that was added, or at least not enough to make me want to purchase it.",-40.86,,"['tend', 'like', 'fruit', 'bottom', 'yogurt', 'yogurt', 'sway', 'like', 'good', 'wish', 'way', 'yogurt', 'maker', 'fresh', 'fruit', 'even', 'fresher', 'seem', 'jam', 'yogurt', 'probably', 'wouldnt', 'keep', 'well', 'enough', 'case', 'didnt', 'care', 'strawberry', 'jam', 'add', 'least', 'enough', 'make', 'want', 'purchase']"
Chobani Smooth,All Questions,Make it thicker; the consistency was a bit too thin.Sugar content still seems a bit high for being 25% less.,0,,"['make', 'thicker', 'consistency', 'bit', 'thinsugar', 'content', 'still', 'seem', 'bit', 'high', '25', 'less']"
Yoplait OSY,All Questions,nothing,0,,['nothing']
Chobani Smooth,All Questions,less sweet.  more fruit flavor,40.33,,"['less', 'sweet', 'fruit', 'flavor']"
Yoplait OSY,All Questions,"As with most Greek yogurt, there is a slight aftertaste. It isn't exactly unpleasant, but it is noticeable. Perhaps it is unavoidable.",,,"['greek', 'yogurt', 'slight', 'aftertaste', 'isnt', 'exactly', 'unpleasant', 'noticeable', 'perhaps', 'unavoidable']"
Chobani Smooth,All Questions,,0,,['nan']
Yoplait OSY,All Questions,you have to stir it for a long time to mix it all in,0,,"['stir', 'long', 'time', 'mix']"
Chobani Smooth,All Questions,I wouldn't change a thing.,0,,"['wouldnt', 'change', 'thing']"
Yoplait OSY,All Questions,make it sweeter,0,,"['make', 'sweeter']"
Chobani Smooth,All Questions,It's a little watery. I'd like to see some strawberry in it.,30.41,,"['little', 'watery', 'id', 'like', 'see', 'strawberry']"
Yoplait OSY,All Questions,If there was a way to make it creamier and to bring out a little more of the strawberry flavor,0,,"['way', 'make', 'creamy', 'bring', 'little', 'strawberry', 'flavor']"
Chobani Smooth,All Questions,a little more fruit flavor,0,,"['little', 'fruit', 'flavor']"
Yoplait OSY,All Questions,Because you are giving us less yogurt in the same size container. It looks very unappealing - shriveled up yogurt sitting in whey.  It looks spoilt. People eat with their eyes.   I would never pay $1.55 for this. Spend your money on product not advertising. People aren't as stupid as you think. The containers are pretty butyou are downsizing content.  No longer enough to make a quick breakfast or lunch.,75.59,,"['give', 'u', 'less', 'yogurt', 'size', 'container', 'look', 'unappealing', 'shrivel', 'yogurt', 'sit', 'whey', 'look', 'spoilt', 'people', 'eat', 'eye', 'would', 'never', 'pay', '155', 'spend', 'money', 'product', 'advertising', 'people', 'arent', 'stupid', 'think', 'container', 'pretty', 'butyou', 'downsize', 'content', 'longer', 'enough', 'make', 'quick', 'breakfast', 'lunch']"
Chobani Smooth,All Questions,Nothing,0,,['nothing']
Yoplait OSY,All Questions,It seemed a little thin for greek yogurt.,0,,"['seem', 'little', 'thin', 'greek', 'yogurt']"
