product_code,liking_free_text_no_punc_tokenized_no_stop_lemm,1,2,3,like_compound,question
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
581,tad less crunchy bbq,,,0,0,Product Improvement
623,add little flavor,,,0,0,Product Improvement
802,flavor less crunchy,,,0,0,Product Improvement
581,little sweet like look savory bar sweet salty,,,0.7425,0.7425,Product Improvement
623,would like taste strong eat pleasant taste come taaste swallow product look would make airy less dense mimic nature valley crunchy bar bar look sloppily make,,,0.8255,0.8255,Product Improvement
802,would like product slightly crunchier well change look bar bland orange color,,,0.5165,0.5165,Product Improvement
581,make sweet,,,0.5095,0.5095,Product Improvement
581,make sweet,,,0.5095,0.5095,Product Improvement
623,add lil sweetness,,,0.5413,0.5413,Product Improvement
802,need lil sweet,,,0.5095,0.5095,Product Improvement
581,it\x92s little spicy also it\x92s little wide long narrow shape would better,,,0.4404,0.4404,Product Improvement
623,it\x92s little wide long narrow shape would better also salty three low sodium definitely taste unhealthy,,,-0.1695,-0.1695,Product Improvement
802,it\x92s little wide long narrow shape would better,,,0.4404,0.4404,Product Improvement
581,would add sweetness bar possibly sweet bbq flavor,,,0.7564,0.7564,Product Improvement
623,would attempt add bit sweetness bar,,,0.4939,0.4939,Product Improvement
802,low bbq flavor little sweetness,,,0.1796,0.1796,Product Improvement
581,less salt little sweetness,,,0.4964,0.4964,Product Improvement
623,maybe little texture big chunk nut,,,0,0,Product Improvement
802,little diverse texture color flavor,,,0,0,Product Improvement
581,peanut flavor overpower hard find bbq flavor odd first bite taste peanut bite taste bbq flavor,,,-0.4576,-0.4576,Product Improvement
623,bbq flavor way strong overwheelming,,,0,0,Product Improvement
802,tone bbq flavor bit munch,,,0,0,Product Improvement
581,bbq seem like less punch bbq flavor others,,,0.3612,0.3612,Product Improvement
623,strong bbq flavor upfront,,,0.3818,0.3818,Product Improvement
802,like bbq flavor take time kick would like bbq flavor upfront,,,0.6124,0.6124,Product Improvement
581,bar could slightly harder crunchier,,,0,0,Product Improvement
623,think bbq flavor strong different type texture flavor,,,0.5563,0.5563,Product Improvement
802,bbq flavor put strong sample,,,-0.5504,-0.5504,Product Improvement
581,taste,,,0,0,Product Improvement
581,taste,,,0,0,Product Improvement
623,honestly idea bad,,,-0.4019,-0.4019,Product Improvement
802,taste,,,0,0,Product Improvement
802,taste,,,0,0,Product Improvement
581,maybe little sweeter,,,0,0,Product Improvement
623,maybe slight bit sweet sweet salty smoke go well together,,,0.6249,0.6249,Product Improvement
802,make little sweeter,,,0,0,Product Improvement
802,make little sweeter,,,0,0,Product Improvement
581,bar hit lot snack ideal dont think change would necessarily improve could variations sweet barbecue spicy barbecue current version standard base barbecue,,,0.7717,0.7717,Product Improvement
623,bar quite crumble despite ship box package paper furthermore product fell apart readily mouth chew isnt necessarily bad thing flavor distribute effectively unexpected crunchy granola bar im use feeling texture ingredient chew bar felt airy buttery,,,0.633,0.633,Product Improvement
802,onion flavor overpower initially strong supersedes anticipate barbecue flavor chew bar begin taste like peanut flavor like onion,,,0.7834,0.7834,Product Improvement
581,slightly bbq flavoring,,,0,0,Product Improvement
623,little strong bbq flavoring,,,0.3197,0.3197,Product Improvement
802,little less hardcrunchy,,,0,0,Product Improvement
581,less peanut butter bbq meaty taste,,,0,0,Product Improvement
623,much peanut butter flavor bbq,,,0,0,Product Improvement
802,smoky taste less peanut butter,,,0,0,Product Improvement
581,sample bit season well wasn\x92t overpower,,,0.1734,0.1734,Product Improvement
623,think thing would change would amount crunchiness make bit mess,,,-0.3612,-0.3612,Product Improvement
802,think change way product look outside it\x92s cover kind coloring,,,0,0,Product Improvement
581,would make bbq less strong also hardiness little softers,,,0.4601,0.4601,Product Improvement
623,would make bbq less strong,,,0.4601,0.4601,Product Improvement
802,would change strong bbq,,,0.5106,0.5106,Product Improvement
581,wouldn\x92t change thing,,,0,0,Product Improvement
581,wouldn\x92t change thing,,,0,0,Product Improvement
623,wouldn\x92t change anything product it\x92s perfect,,,0.5719,0.5719,Product Improvement
802,wouldn\x92t change thing,,,0,0,Product Improvement
802,wouldn\x92t change thing,,,0,0,Product Improvement
581,nothing right,,,0,0,Product Improvement
623,like taste product confuse eat bbq bar,,,-0.4606,-0.4606,Product Improvement
802,sure change make good like little bit,,,0.5746,0.5746,Product Improvement
581,little aftertaste,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
802,much barbeque flavor unpleasant aftertaste,,,-0.4767,-0.4767,Product Improvement
581,lack smoky bbq flavor,,,0,0,Product Improvement
623,taste like miss something almost like would eat really wanted bbq chip im try eat healthy id eat wouldnt happy id probably end eat chip anyway lol,,,0.1538,0.1538,Product Improvement
802,cant think anything id change one good,,,0.4404,0.4404,Product Improvement
581,less crunchy,,,0,0,Product Improvement
581,less crunchy,,,0,0,Product Improvement
623,make sweeter,,,0,0,Product Improvement
623,make sweeter,,,0,0,Product Improvement
623,make sweeter,,,0,0,Product Improvement
802,make flavor strong,,,0.3818,0.3818,Product Improvement
581,would make little bit soft,,,0,0,Product Improvement
623,would make product bit large,,,0,0,Product Improvement
802,would also make soft version bar,,,0,0,Product Improvement
581,need flavor,,,0,0,Product Improvement
623,need little bit flavor like 1020 percent stronger,,,0.6573,0.6573,Product Improvement
802,strong taste would look mint mouthwash finishing,,,0.5106,0.5106,Product Improvement
581,nothing substantial come mind maybe darker color associate bbq,,,-0.1511,-0.1511,Product Improvement
623,nothing come mind,,,0,0,Product Improvement
623,nothing come mind,,,0,0,Product Improvement
802,nothing come mind,,,0,0,Product Improvement
802,nothing come mind,,,0,0,Product Improvement
581,wouldnt make change product,,,0,0,Product Improvement
623,would use cashew instead peanut,,,0,0,Product Improvement
802,smokey taste linger aftertaste appeal would enjoy bbq flavor without smokiness bar taste burntspent much time grill,,,-0.3875,-0.3875,Product Improvement
581,maybe make touch salty,,,0,0,Product Improvement
623,make bar little big,,,0,0,Product Improvement
802,like sweet savory take another bite im look savory sweet maybe slightly tone sweetness,,,0.8923,0.8923,Product Improvement
581,overall taste,,,0,0,Product Improvement
623,think add little nut taste one would make flavor well,,,0.4404,0.4404,Product Improvement
802,make sweet,,,0.5095,0.5095,Product Improvement
802,make sweet,,,0.5095,0.5095,Product Improvement
581,well flavor,,,0.4404,0.4404,Product Improvement
581,well flavor,,,0.4404,0.4404,Product Improvement
581,well flavor,,,0.4404,0.4404,Product Improvement
623,well flavor,,,0.4404,0.4404,Product Improvement
623,well flavor,,,0.4404,0.4404,Product Improvement
623,well flavor,,,0.4404,0.4404,Product Improvement
802,good flavor think could bite bolder,,,0.5789,0.5789,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
802,nothing flavorful,,,0,0,Product Improvement
581,barbecue would\x92ve like bar wasn\x92t robust previous bar like strong flavor add spice flavor get fuller first bite recommend,,,0.9235,0.9235,Product Improvement
623,would increase barbecue flavor strengthen taste would make flavor bold craveable first bite bit flat think barbecue flavor fix,,,0.7574,0.7574,Product Improvement
802,could change something would make bit soft break apart easily,,,0.34,0.34,Product Improvement
581,maybe add bbq flavor fine need bbq,,,0.2023,0.2023,Product Improvement
623,taste weird leave nasty aftertaste it\x92d like smoky bbq good one first bite don\x92t get flavor it\x92s aftertaste,,,-0.6316,-0.6316,Product Improvement
802,bbq taste little sweetness,,,0.4964,0.4964,Product Improvement
581,would well less salty,,,0.4404,0.4404,Product Improvement
623,would make biscuit bit thicker,,,0,0,Product Improvement
802,would dial smoke flavor,,,0,0,Product Improvement
581,would maybe leave nut big piece,,,-0.3612,-0.3612,Product Improvement
623,nothing think perfect,,,-0.4585,-0.4585,Product Improvement
802,think would add bit bbq flavor,,,0,0,Product Improvement
581,product use first sample last sample,,,0,0,Product Improvement
623,maybe less onion powder,,,0,0,Product Improvement
802,somehow mask scent feel like breath smell,,,0.4173,0.4173,Product Improvement
581,maybe little sweeter like sweet light bbq flavor,,,0.607,0.607,Product Improvement
623,less bbq flavor maybe strong bbq flavor,,,0.4364,0.4364,Product Improvement
802,maybe little sweeter like sweet bbq flavor,,,0.6969,0.6969,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
623,add little sweet,,,0.4033,0.4033,Product Improvement
802,mayb appearance mayb add little sweet bbq flavor present,,,0.2152,0.2152,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
623,cut bbq flavor,,,-0.2732,-0.2732,Product Improvement
802,discontinue,,,0,0,Product Improvement
581,would add bbq flavor seam like miss little bit,,,0.0772,0.0772,Product Improvement
623,add flavor either strong bbq andor smoke probably,,,0.4336,0.4336,Product Improvement
802,nothing believe one favorite,,,0.4588,0.4588,Product Improvement
581,feel like sweet wish savory see feel sick afterwards,,,0.6597,0.6597,Product Improvement
623,really dont like crumbly,,,-0.3374,-0.3374,Product Improvement
802,crumbly make quite mess otherwise think interest take nature valley brand,,,-0.024,-0.024,Product Improvement
581,honestly product cant think anything would want change except maybe make big would want,,,0.5574,0.5574,Product Improvement
623,feel like one could definitely denser nice crunch like first one crumble little also barbecue flavor little sweet,,,0.8842,0.8842,Product Improvement
802,crumbly expect crunchy bar sort crumble mouth take bite wasnt dense seem like go solid crunchy kind snack exactly opposite would prefer see solid consistency,,,0.7227,0.7227,Product Improvement
581,strong bbq flavor without heat come bbq flavor seem much subtle sample,,,0.3818,0.3818,Product Improvement
623,bbq flavor less heat,,,0,0,Product Improvement
802,savory kick sweetacid something could temper kick smoky bbq season would nice peanut kind mildly sweet taste wasnt expect spicy,,,0.4588,0.4588,Product Improvement
581,taste enough flavor product,,,0,0,Product Improvement
623,add sweetness taste,,,0.5413,0.5413,Product Improvement
802,would make product either sweeter add fruit cranberry raisin bbq taste,,,0,0,Product Improvement
581,smokeness much,,,0,0,Product Improvement
623,would get rid heat also need sweetness,,,0.5413,0.5413,Product Improvement
802,barbecue flavor taste plasticky don\x92t like,,,0.3612,0.3612,Product Improvement
581,strong flavor,,,0.3818,0.3818,Product Improvement
623,distinct flavor would nice taste like chex mix,,,0.6486,0.6486,Product Improvement
802,mean it\x92s bad product maybe add flavor,,,0.431,0.431,Product Improvement
581,savory flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
802,savory,,,0,0,Product Improvement
581,flavor mix well together,,,-0.2057,-0.2057,Product Improvement
623,bbq flavor much ingredient,,,0,0,Product Improvement
802,paper ingredient sound good together taste well together think much bbq flavor,,,-0.0698,-0.0698,Product Improvement
581,add sweetness,,,0.5413,0.5413,Product Improvement
623,taste flavor,,,0,0,Product Improvement
802,taste overall,,,0,0,Product Improvement
581,honey sweet note,,,0.5046,0.5046,Product Improvement
623,need less smoky bbq flavor honey sweet flavor overall think great idea nature valley bar bbq interest,,,0.7286,0.7286,Product Improvement
802,dont think make smoky bbq flavor bar better opinion would likely eat nut bar flavor like bbq possibly lessen smokey flavor increase sweet additive maybe slight bit honey,,,0.8658,0.8658,Product Improvement
581,aftertaste need bit spice go direction sweetness like maple add tomato salt flavor maybe pepper,,,0.6908,0.6908,Product Improvement
623,probably add bit tomato saltiness pepper,,,0,0,Product Improvement
802,aftertaste maybe increase sweet ingredient,,,0.6786,0.6786,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
581,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
623,flavor,,,0,0,Product Improvement
802,maybe increase flavor little bit,,,0.3182,0.3182,Product Improvement
581,weoudl take bbq jsut stick honey cinnamon type flavor,,,0,0,Product Improvement
623,really dont like bbq flavor honest seem odd combination personally,,,-0.096,-0.096,Product Improvement
802,jsut personally dont like bbq tangy make breakfasty like eat granola bar,,,-0.4973,-0.4973,Product Improvement
581,think little less crunch would good,,,0.4404,0.4404,Product Improvement
623,think need bit bbq flavor one,,,0,0,Product Improvement
802,would change nothing,,,0,0,Product Improvement
581,make salty,,,0,0,Product Improvement
623,would make salty,,,0,0,Product Improvement
802,bbq flavor power strong make thirsty almost instantly,,,0.5106,0.5106,Product Improvement
581,make size slightly big,,,0,0,Product Improvement
623,would add honey,,,0,0,Product Improvement
802,add honey,,,0,0,Product Improvement
581,would increase secondary flavor give deep taste,,,0.3182,0.3182,Product Improvement
623,think it\x92s need nut,,,-0.3804,-0.3804,Product Improvement
802,think anything change like,,,0.4173,0.4173,Product Improvement
581,increase bbq flavor adjust appearance,,,0.3182,0.3182,Product Improvement
623,taste bbq flavor appearance crunch great satisfy bbq flavor,,,0.3859,0.3859,Product Improvement
802,appearance bit appealing unsure process appeal try product know enjoy,,,0.5663,0.5663,Product Improvement
581,definitely add sugar,,,0.4019,0.4019,Product Improvement
623,would like add sweet,,,0.6705,0.6705,Product Improvement
802,possibly add sweet taste,,,0,0,Product Improvement
581,smoke flavormaybe little heat,,,0,0,Product Improvement
623,taste little greasy also flavor seem fade almost immediatelynot smoky aftertaste heat,,,-0.296,-0.296,Product Improvement
802,one side see nuts etc flip look like flatten also break easily,,,0.7302,0.7302,Product Improvement
581,everything don\x92t like taste texture isn\x92t bad can\x92t get taste,,,-0.128,-0.128,Product Improvement
623,everything don\x92t like taste appearance isn\x92t bad it\x92s tasty,,,-0.25,-0.25,Product Improvement
802,everything don\x92t like taste appearance yucky,,,-0.0772,-0.0772,Product Improvement
581,taste texture,,,0,0,Product Improvement
623,would make less crunchy,,,0,0,Product Improvement
802,little less crunchy,,,0,0,Product Improvement
581,first bite little strong little milder think would better,,,0.7102,0.7102,Product Improvement
623,think taste little strong maybe make little milder,,,0.4601,0.4601,Product Improvement
802,taste little strong,,,0.4627,0.4627,Product Improvement
581,would maybe add cashew,,,0,0,Product Improvement
623,add cashew,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
581,would add nut,,,-0.3804,-0.3804,Product Improvement
623,wouldnt change nothing,,,0,0,Product Improvement
802,would put less salt,,,0,0,Product Improvement
581,less crunchy,,,0,0,Product Improvement
581,less crunchy,,,0,0,Product Improvement
623,bit bbq spice tang less crunchy,,,0,0,Product Improvement
802,make bbq spicy less crunchy,,,0,0,Product Improvement
581,bbq taste little tangy sweet,,,0.5046,0.5046,Product Improvement
623,lessen amount bbq flavor,,,0,0,Product Improvement
802,seem break apart easily,,,0.4005,0.4005,Product Improvement
581,like,,,0.3612,0.3612,Product Improvement
623,less bbq smoky taste,,,0,0,Product Improvement
802,smoky,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
581,nothing,,,0,0,Product Improvement
623,nothing like,,,-0.2755,-0.2755,Product Improvement
802,nothing would definitely buy product,,,-0.3089,-0.3089,Product Improvement
581,still much aftertaste dont crave continue eat,,,0,0,Product Improvement
623,think give much aftertaste make want eat flavor little much,,,0.291,0.291,Product Improvement
802,maybe less peanut,,,0,0,Product Improvement
581,nothing maybe big,,,0,0,Product Improvement
623,make big,,,0,0,Product Improvement
802,big,,,0,0,Product Improvement
581,piece peanut visable seedsnuts could see look sunflower seed,,,0,0,Product Improvement
623,make quite crumbly one make big mess bite take,,,-0.3612,-0.3612,Product Improvement
802,nothing change opinion,,,0,0,Product Improvement
581,would increase amount barbeque flavor smoky flavor product strong peanut flavor barbeque flavor wasnt overpower simply weak otherwise really enjoyed product would buy due weakness flavor,,,-0.5506,-0.5506,Product Improvement
623,barbeque flavor good minimal smoky flavor previous bar also strong peanut taste almost overpowers barbeque flavor make bar taste somewhat bland aftertaste ok one seem something slightly spicy care,,,-0.5529,-0.5529,Product Improvement
802,much think change product well physical appearance bar fairly normal boring compare sweeter bar chocolate expect give flavor bar dont feel like detracts enjoyment,,,0.5477,0.5477,Product Improvement
581,nothing flavor texture excellent,,,0.5719,0.5719,Product Improvement
623,im unsure id change make product well good product doesnt stand much,,,0.5859,0.5859,Product Improvement
802,nothing delicious,,,-0.4585,-0.4585,Product Improvement
581,dont like texture much seem brittle kind hard bite,,,-0.422,-0.422,Product Improvement
623,dense lack much flavor,,,0,0,Product Improvement
802,wouldnt really change anything,,,0,0,Product Improvement
581,make flavor much less noticeable,,,0,0,Product Improvement
623,reduce flavor,,,0,0,Product Improvement
802,reduce flavoring,,,0,0,Product Improvement
581,decrease bbq flavor add additional element like another nut,,,0.3612,0.3612,Product Improvement
623,something add texture additional ingredient nut,,,0,0,Product Improvement
802,mute bbq flavor smidge,,,0,0,Product Improvement
581,taste little spicy bbq,,,0,0,Product Improvement
623,make nutty,,,0,0,Product Improvement
802,good,,,0.4404,0.4404,Product Improvement
581,perhaps try different style bbq like hickory style,,,0.3612,0.3612,Product Improvement
623,perhaps try different bbq type besides smoky,,,0,0,Product Improvement
802,try something besides smoky maybe honey bbq,,,0,0,Product Improvement
581,im fan bbq flavor kind clash like bar,,,0.1376,0.1376,Product Improvement
623,fan bbq flavor confuse taste texture cheese may better,,,0.0098,0.0098,Product Improvement
802,fan bbq flavor well first one,,,0.5218,0.5218,Product Improvement
581,think need tad salt,,,0,0,Product Improvement
623,bbq flavor bit muddle need smoke tad salt,,,0,0,Product Improvement
802,need tiny bit salt little tartness would brighten flavor,,,0.3892,0.3892,Product Improvement
581,nothing really already want buy box,,,-0.1098,-0.1098,Product Improvement
623,wouldnt change anything,,,0,0,Product Improvement
802,nothing work fine,,,-0.1511,-0.1511,Product Improvement
581,bbq taste way strong reminds much lay bbq chip taste overpower one doesnt give healthy vibe overpower bbq flavor,,,0.2598,0.2598,Product Improvement
623,make bar little large wouldnt change anything except maybe load protein make entice gym goer,,,0,0,Product Improvement
623,make bar little large wouldnt change anything except maybe load protein make entice gym goer,,,0,0,Product Improvement
802,make bar little large wouldnt change anything except maybe load protein make entice gym goer,,,0,0,Product Improvement
802,make bar little large wouldnt change anything except maybe load protein make entice gym goer,,,0,0,Product Improvement
581,maybe little thicker make color appealing,,,0,0,Product Improvement
623,taste little smoky almost burnt,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
802,nothing,,,0,0,Product Improvement
581,would make taste well,,,0.4404,0.4404,Product Improvement
623,make sweeter taste,,,0,0,Product Improvement
802,would make tasty,,,0,0,Product Improvement
581,spicy,,,0,0,Product Improvement
623,taste like suppose,,,0.3612,0.3612,Product Improvement
802,make sweeter,,,0,0,Product Improvement
802,make sweeter,,,0,0,Product Improvement
802,make sweeter,,,0,0,Product Improvement
581,personally would spiciness tad understand may appeal majority consumer,,,0,0,Product Improvement
623,prefer smokier spicy taste overwhelm good bbq flavor,,,0.5927,0.5927,Product Improvement
802,would probably make even strong smoky barbecue flavor bit intense,,,0.4927,0.4927,Product Improvement
581,ground nut little big,,,-0.3182,-0.3182,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
623,nothing,,,0,0,Product Improvement
802,make ti soft bite,,,0,0,Product Improvement
581,would like touch sweetness spice,,,0.6908,0.6908,Product Improvement
623,much smoke flavor enough bbq sauce flavor sweet,,,-0.357,-0.357,Product Improvement
802,need sweeter dont taste bbq sauce much need little bit spice,,,0,0,Product Improvement
581,id make bbq smoky flavor bit strong,,,0.3818,0.3818,Product Improvement
623,bbq flavor need increase greatly barely taste sample taste peanut almost exclusively,,,0.2732,0.2732,Product Improvement
802,wouldnt change anything sample,,,0,0,Product Improvement
581,think might better bit sweetness maybe like honeybarbecue flavor like barbecue dont love flavor barbecue,,,0.1122,0.1122,Product Improvement
