product,response value,response,sentiment compound,lemm,question
Chobani Smooth,,I'm sure everyone knows Chobani as Greek Yogurt but maybe somehow change the name so it also mentions it is a greek yogurt flavor.,16.55,"['im', 'sure', 'everyone', 'know', 'chobani', 'greek', 'yogurt', 'maybe', 'somehow', 'change', 'name', 'also', 'mention', 'greek', 'yogurt', 'flavor']",Product Improvement
Chobani Smooth,,Looked a little funny when first opened. Also a little pricey.,38.32,"['look', 'little', 'funny', 'first', 'open', 'also', 'little', 'pricey']",Product Improvement
Chobani Smooth,,the texture was kind of griddy. I wish it would be more smooth.,40.19,"['texture', 'kind', 'griddy', 'wish', 'would', 'smooth']",Product Improvement
Chobani Smooth,,"Better flavor (stronger strawberry flavor), more strawberry chunks.  I don't like the smell or aftertaste -- it's bitter, not sweet.",-54.08,"['well', 'flavor', 'strong', 'strawberry', 'flavor', 'strawberry', 'chunk', 'dont', 'like', 'smell', 'aftertaste', 'bitter', 'sweet']",Product Improvement
Chobani Smooth,,#NAME?,0,['name'],Product Improvement
Chobani Smooth,,,0,['nan'],Product Improvement
Chobani Smooth,,I would add more fruit,0,"['would', 'add', 'fruit']",Product Improvement
Chobani Smooth,,"Fill cup fuller,cup was a little under 3/4 full",0,"['fill', 'cup', 'fullercup', 'little', '34', 'full']",Product Improvement
Chobani Smooth,,"It's too thick, almost glue-like. It's not sweet enough for a snack crave. It's fine a a nutritional breakfast or a quick meal. It looks bland.",-17.29,"['thick', 'almost', 'gluelike', 'sweet', 'enough', 'snack', 'crave', 'fine', 'nutritional', 'breakfast', 'quick', 'meal', 'look', 'bland']",Product Improvement
Chobani Smooth,,"Needs more fruit!  I had to add 2 strawberries to be able to taste the strawberry flavor.    Also, the container was 1/2 full so I suggest using a smaller container or fill the existing container.  I think a smaller container is a better idea.",49.26,"['need', 'fruit', 'add', '2', 'strawberry', 'able', 'taste', 'strawberry', 'flavor', 'also', 'container', '12', 'full', 'suggest', 'use', 'small', 'container', 'fill', 'exist', 'container', 'think', 'small', 'container', 'well', 'idea']",Product Improvement
Chobani Smooth,,It was very tart.  and I wasn't sure I could take the aftertaste,-24.11,"['tart', 'wasnt', 'sure', 'could', 'take', 'aftertaste']",Product Improvement
Chobani Smooth,,the creamy-ness,0,['creamyness'],Product Improvement
Chobani Smooth,,aftertaste,0,['aftertaste'],Product Improvement
Chobani Smooth,,I would add bigger pieces of strawberry.,0,"['would', 'add', 'big', 'piece', 'strawberry']",Product Improvement
Chobani Smooth,,add more strawberry,0,"['add', 'strawberry']",Product Improvement
Chobani Smooth,,I would like it to be thicker and have pieces of fruit. The consistency seemed thin. A larger selection of flavors to choose from would also be good.,65.97,"['would', 'like', 'thicker', 'piece', 'fruit', 'consistency', 'seem', 'thin', 'large', 'selection', 'flavor', 'choose', 'would', 'also', 'good']",Product Improvement
Chobani Smooth,,Could use a little more real fruit to enhance the flavor.  The color was pale not very pleasing to the eye.  Seemed to have a little bitter after taste.,-67.05,"['could', 'use', 'little', 'real', 'fruit', 'enhance', 'flavor', 'color', 'pale', 'please', 'eye', 'seem', 'little', 'bitter', 'taste']",Product Improvement
Chobani Smooth,,make it thicker,0,"['make', 'thicker']",Product Improvement
Chobani Smooth,,More strawberry flavor and add some fruit chunks,0,"['strawberry', 'flavor', 'add', 'fruit', 'chunk']",Product Improvement
Chobani Smooth,,"more strawberry chunks, and more strawberry flavor",0,"['strawberry', 'chunk', 'strawberry', 'flavor']",Product Improvement
Chobani Smooth,,make it a little less tart,0,"['make', 'little', 'less', 'tart']",Product Improvement
Chobani Smooth,,Would taste better with even more berry flavor.  It was a little too runny.,44.04,"['would', 'taste', 'good', 'even', 'berry', 'flavor', 'little', 'runny']",Product Improvement
Chobani Smooth,,add fruit pieces,0,"['add', 'fruit', 'piece']",Product Improvement
Chobani Smooth,,Add more chucks of strawberries.,0,"['add', 'chuck', 'strawberry']",Product Improvement
Chobani Smooth,,I would add granola to this yogurt to make it taste better.,44.04,"['would', 'add', 'granola', 'yogurt', 'make', 'taste', 'well']",Product Improvement
Chobani Smooth,,Add more strawberry chunks,0,"['add', 'strawberry', 'chunk']",Product Improvement
Chobani Smooth,,It could have a stronger strawberry flavor and put chunks of strawberries in it.,38.18,"['could', 'stronger', 'strawberry', 'flavor', 'put', 'chunk', 'strawberry']",Product Improvement
